@kennethfield,Please don't turn that lovely cartogram into a blinkin' rainbow map. Stick with the traditional colours #endrainbow #GE2019 https://t.co/1UwZjyGMdE,http://twitter.com/kennethfield/status/1205242147336642560,"December 12, 2019 at 11:44AM"
@kwinkunks,@stevenjgibbons @alyssacmills96 Cheers Steve. You should also check out the work of @fcrameri @jscarto @ColorBrewer @My_Carta and various twerps on #endrainbow,http://twitter.com/kwinkunks/status/1208197155632173057,"December 20, 2019 at 03:27PM"
@jscarto,#endrainbow 💀🌈 https://t.co/rRujLHOhX8,http://twitter.com/jscarto/status/1210631992863330307,"December 27, 2019 at 08:42AM"
@kennethfield,RT @jscarto: #endrainbow 💀🌈 https://t.co/rRujLHOhX8,http://twitter.com/kennethfield/status/1210634596619972608,"December 27, 2019 at 08:52AM"
@llhklw,RT @jscarto: #endrainbow 💀🌈 https://t.co/rRujLHOhX8,http://twitter.com/llhklw/status/1210634940208910336,"December 27, 2019 at 08:53AM"
@thomaslebas,RT @jscarto: #endrainbow 💀🌈 https://t.co/rRujLHOhX8,http://twitter.com/thomaslebas/status/1210636489794543617,"December 27, 2019 at 09:00AM"
@SeanCrtt,RT @jscarto: #endrainbow 💀🌈 https://t.co/rRujLHOhX8,http://twitter.com/SeanCrtt/status/1210641027624775680,"December 27, 2019 at 09:18AM"
@maartenzam,RT @jscarto: #endrainbow 💀🌈 https://t.co/rRujLHOhX8,http://twitter.com/maartenzam/status/1210645475604488197,"December 27, 2019 at 09:35AM"
@DieterCastel,RT @jscarto: #endrainbow 💀🌈 https://t.co/rRujLHOhX8,http://twitter.com/DieterCastel/status/1210645932859105285,"December 27, 2019 at 09:37AM"
@ramiroaznar,RT @jscarto: #endrainbow 💀🌈 https://t.co/rRujLHOhX8,http://twitter.com/ramiroaznar/status/1210646369393926144,"December 27, 2019 at 09:39AM"
@calua,RT @jscarto: #endrainbow 💀🌈 https://t.co/rRujLHOhX8,http://twitter.com/calua/status/1210647408557903873,"December 27, 2019 at 09:43AM"
@KristinHenry,RT @jscarto: #endrainbow 💀🌈 https://t.co/rRujLHOhX8,http://twitter.com/KristinHenry/status/1210647456431534080,"December 27, 2019 at 09:43AM"
@miskaknapek,RT @jscarto: #endrainbow 💀🌈 https://t.co/rRujLHOhX8,http://twitter.com/miskaknapek/status/1210648132243079168,"December 27, 2019 at 09:46AM"
@LucreciaRivera,RT @jscarto: #endrainbow 💀🌈 https://t.co/rRujLHOhX8,http://twitter.com/LucreciaRivera/status/1210654214722113537,"December 27, 2019 at 10:10AM"
@CurmudgeonPhD,RT @jscarto: #endrainbow 💀🌈 https://t.co/rRujLHOhX8,http://twitter.com/CurmudgeonPhD/status/1210656418044481536,"December 27, 2019 at 10:19AM"
@MusicMapsCats,RT @jscarto: #endrainbow 💀🌈 https://t.co/rRujLHOhX8,http://twitter.com/MusicMapsCats/status/1210657443623002113,"December 27, 2019 at 10:23AM"
@GlobChangeBio,RT @jscarto: #endrainbow 💀🌈 https://t.co/rRujLHOhX8,http://twitter.com/GlobChangeBio/status/1210659701756694528,"December 27, 2019 at 10:32AM"
@databayou,RT @jscarto: #endrainbow 💀🌈 https://t.co/rRujLHOhX8,http://twitter.com/databayou/status/1210684502042918918,"December 27, 2019 at 12:10PM"
@williamscraigm,RT @jscarto: #endrainbow 💀🌈 https://t.co/rRujLHOhX8,http://twitter.com/williamscraigm/status/1210720452991078401,"December 27, 2019 at 02:33PM"
@msevilla00,RT @jscarto: #endrainbow 💀🌈 https://t.co/rRujLHOhX8,http://twitter.com/msevilla00/status/1210842809693028353,"December 27, 2019 at 10:39PM"
@AlbertoCairo,RT @jscarto: #endrainbow 💀🌈 https://t.co/rRujLHOhX8,http://twitter.com/AlbertoCairo/status/1210864617129435136,"December 28, 2019 at 12:06AM"
@OhNoTheyCisnt,RT @jscarto: #endrainbow 💀🌈 https://t.co/rRujLHOhX8,http://twitter.com/OhNoTheyCisnt/status/1210872648294633472,"December 28, 2019 at 12:38AM"
@KevinWee90,RT @jscarto: #endrainbow 💀🌈 https://t.co/rRujLHOhX8,http://twitter.com/KevinWee90/status/1210905207703519233,"December 28, 2019 at 02:47AM"
@jose_pingutario,RT @jscarto: #endrainbow 💀🌈 https://t.co/rRujLHOhX8,http://twitter.com/jose_pingutario/status/1210905304512249856,"December 28, 2019 at 02:48AM"
@pakdamie,RT @jscarto: #endrainbow 💀🌈 https://t.co/rRujLHOhX8,http://twitter.com/pakdamie/status/1210973694102818817,"December 28, 2019 at 07:20AM"
@tmrhyne,RT @jscarto: #endrainbow 💀🌈 https://t.co/rRujLHOhX8,http://twitter.com/tmrhyne/status/1210978169349648385,"December 28, 2019 at 07:37AM"
@pfanderson,"RT @GeoPlanetKing: I didn't see the poster in person but I've seen a paper describing these color maps and I've started using them myself. I highly recommend,  #endrainbow https://t.co/ucPFyJnRZo",http://twitter.com/pfanderson/status/1211282292955590656,"December 29, 2019 at 03:46AM"
@pfanderson,RT @callum_rollo: Hands down the best poster so far at #EGU2019 @fcrameri  and I hear he has stickers #endrainbow https://t.co/2Cgh7z3Nfr,http://twitter.com/pfanderson/status/1211282315147694082,"December 29, 2019 at 03:46AM"
@avoiland,RT @jscarto: #endrainbow 💀🌈 https://t.co/rRujLHOhX8,http://twitter.com/avoiland/status/1213167720335904768,"January 03, 2020 at 08:38AM"
@nigelhawtin,Prime candidate for a sequential or even divergent colour scale https://t.co/hkJn8VgpIT #endrainbow #map #datavis https://t.co/eQe441vdgQ,http://twitter.com/nigelhawtin/status/1216352245752762368,"January 12, 2020 at 03:32AM"
@kauevestena,RT @kwinkunks: Read this! Then stop using rainbow-like colormaps because they are destroying your data. #endrainbow Cc @My_Carta @seis_matters https://t.co/wzMYkCsF09,http://twitter.com/kauevestena/status/1216876120081039366,"January 13, 2020 at 02:14PM"
@kennethfield,A classic dual blue ended rainbow colour elevation tint. #cartofail #endrainbow https://t.co/Jx8Dy6Tsak,http://twitter.com/kennethfield/status/1218760619374956544,"January 18, 2020 at 07:02PM"
@letloosemoose,RT @kennethfield: A classic dual blue ended rainbow colour elevation tint. #cartofail #endrainbow https://t.co/Jx8Dy6Tsak,http://twitter.com/letloosemoose/status/1218924110643957760,"January 19, 2020 at 05:52AM"
@koovac,This is the much-hated “jet” plastered along the edges of the sRGB gamut. Shameful. #endrainbow https://t.co/J94mGs3VIz,http://twitter.com/koovac/status/1220784149352480768,"January 24, 2020 at 09:03AM"
@Geoceanic,"We have been busy mapping a piece of the ocean floor that has never been mapped in detail before. We just loaded @fcrameri’s #ScientificColours in Fledermaus 🦇 to look at the data in a perceptually uniform, ordered and colorblind-friendly way #EndRainbow #RVInvestigator https://t.co/xx4Nfev5FG",http://twitter.com/Geoceanic/status/1221729645466472448,"January 26, 2020 at 11:40PM"
@fcrameri,"RT @Geoceanic: We have been busy mapping a piece of the ocean floor that has never been mapped in detail before. We just loaded @fcrameri’s #ScientificColours in Fledermaus 🦇 to look at the data in a perceptually uniform, ordered and colorblind-friendly way #EndRainbow #RVInvestigator https://t.co/xx4Nfev5FG",http://twitter.com/fcrameri/status/1221730020797960192,"January 26, 2020 at 11:41PM"
@HayleyEversKing,"RT @Geoceanic: We have been busy mapping a piece of the ocean floor that has never been mapped in detail before. We just loaded @fcrameri’s #ScientificColours in Fledermaus 🦇 to look at the data in a perceptually uniform, ordered and colorblind-friendly way #EndRainbow #RVInvestigator https://t.co/xx4Nfev5FG",http://twitter.com/HayleyEversKing/status/1221740810569469952,"January 27, 2020 at 12:24AM"
@letgreysrunfree,"RT @Geoceanic: We have been busy mapping a piece of the ocean floor that has never been mapped in detail before. We just loaded @fcrameri’s #ScientificColours in Fledermaus 🦇 to look at the data in a perceptually uniform, ordered and colorblind-friendly way #EndRainbow #RVInvestigator https://t.co/xx4Nfev5FG",http://twitter.com/letgreysrunfree/status/1222036262640447488,"January 27, 2020 at 07:58PM"
@AlmaMussio,"RT @Geoceanic: We have been busy mapping a piece of the ocean floor that has never been mapped in detail before. We just loaded @fcrameri’s #ScientificColours in Fledermaus 🦇 to look at the data in a perceptually uniform, ordered and colorblind-friendly way #EndRainbow #RVInvestigator https://t.co/xx4Nfev5FG",http://twitter.com/AlmaMussio/status/1222049296985575424,"January 27, 2020 at 08:50PM"
@Aldeke,"@kwinkunks This is helpful! An off topic question, Matt: what colourmaps would you suggest for impedance sections? #endrainbow",http://twitter.com/Aldeke/status/1222256661047451651,"January 28, 2020 at 10:34AM"
@fcrameri,"Scientific Colour Maps.🎨
                                             Version 6

https://t.co/5ccVdqaiko

#usebatlow #endrainbow
#scientificvisualisation #visualisation #colors
#opensource #accessibility 
1/2 https://t.co/hcFV9wmWi6",http://twitter.com/fcrameri/status/1227148509587156993,"February 10, 2020 at 10:32PM"
@CEEDOslo,"RT @fcrameri: Scientific Colour Maps.🎨
                                             Version 6

https://t.co/5ccVdqaiko

#usebatlow #endrainbow
#scientificvisualisation #visualisation #colors
#opensource #accessibility 
1/2 https://t.co/hcFV9wmWi6",http://twitter.com/CEEDOslo/status/1227151233884082176,"February 10, 2020 at 10:43PM"
@ar_watson,"RT @fcrameri: Scientific Colour Maps.🎨
                                             Version 6

https://t.co/5ccVdqaiko

#usebatlow #endrainbow
#scientificvisualisation #visualisation #colors
#opensource #accessibility 
1/2 https://t.co/hcFV9wmWi6",http://twitter.com/ar_watson/status/1227153360106721280,"February 10, 2020 at 10:52PM"
@SatelliteSci,"RT @fcrameri: Scientific Colour Maps.🎨
                                             Version 6

https://t.co/5ccVdqaiko

#usebatlow #endrainbow
#scientificvisualisation #visualisation #colors
#opensource #accessibility 
1/2 https://t.co/hcFV9wmWi6",http://twitter.com/SatelliteSci/status/1227154647019732993,"February 10, 2020 at 10:57PM"
@philipheron,"RT @fcrameri: Scientific Colour Maps.🎨
                                             Version 6

https://t.co/5ccVdqaiko

#usebatlow #endrainbow
#scientificvisualisation #visualisation #colors
#opensource #accessibility 
1/2 https://t.co/hcFV9wmWi6",http://twitter.com/philipheron/status/1227158316977213445,"February 10, 2020 at 11:11PM"
@MariepPorter,"RT @fcrameri: Scientific Colour Maps.🎨
                                             Version 6

https://t.co/5ccVdqaiko

#usebatlow #endrainbow
#scientificvisualisation #visualisation #colors
#opensource #accessibility 
1/2 https://t.co/hcFV9wmWi6",http://twitter.com/MariepPorter/status/1227159256249532416,"February 10, 2020 at 11:15PM"
@arctic_glaciers,"RT @fcrameri: Scientific Colour Maps.🎨
                                             Version 6

https://t.co/5ccVdqaiko

#usebatlow #endrainbow
#scientificvisualisation #visualisation #colors
#opensource #accessibility 
1/2 https://t.co/hcFV9wmWi6",http://twitter.com/arctic_glaciers/status/1227163149910052864,"February 10, 2020 at 11:31PM"
@Elusieum,"RT @fcrameri: Scientific Colour Maps.🎨
                                             Version 6

https://t.co/5ccVdqaiko

#usebatlow #endrainbow
#scientificvisualisation #visualisation #colors
#opensource #accessibility 
1/2 https://t.co/hcFV9wmWi6",http://twitter.com/Elusieum/status/1227168030532173825,"February 10, 2020 at 11:50PM"
@Aldeke,#endrainbow https://t.co/Dqq5dbJoW7,http://twitter.com/Aldeke/status/1227182667101298689,"February 11, 2020 at 12:48AM"
@stefdonner,#endrainbow Now. https://t.co/7go7I55xmn,http://twitter.com/stefdonner/status/1227186367769317376,"February 11, 2020 at 01:03AM"
@michheer,"RT @fcrameri: Scientific Colour Maps.🎨
                                             Version 6

https://t.co/5ccVdqaiko

#usebatlow #endrainbow
#scientificvisualisation #visualisation #colors
#opensource #accessibility 
1/2 https://t.co/hcFV9wmWi6",http://twitter.com/michheer/status/1227188974076268544,"February 11, 2020 at 01:13AM"
@SpaceTimeEco,"RT @fcrameri: Scientific Colour Maps.🎨
                                             Version 6

https://t.co/5ccVdqaiko

#usebatlow #endrainbow
#scientificvisualisation #visualisation #colors
#opensource #accessibility 
1/2 https://t.co/hcFV9wmWi6",http://twitter.com/SpaceTimeEco/status/1227189080905199616,"February 11, 2020 at 01:14AM"
@matteo_albano,"RT @fcrameri: Scientific Colour Maps.🎨
                                             Version 6

https://t.co/5ccVdqaiko

#usebatlow #endrainbow
#scientificvisualisation #visualisation #colors
#opensource #accessibility 
1/2 https://t.co/hcFV9wmWi6",http://twitter.com/matteo_albano/status/1227191197006995456,"February 11, 2020 at 01:22AM"
@mjkinczyk,"RT @fcrameri: Scientific Colour Maps.🎨
                                             Version 6

https://t.co/5ccVdqaiko

#usebatlow #endrainbow
#scientificvisualisation #visualisation #colors
#opensource #accessibility 
1/2 https://t.co/hcFV9wmWi6",http://twitter.com/mjkinczyk/status/1227196345120960512,"February 11, 2020 at 01:43AM"
@wijayaryputu,"RT @fcrameri: Scientific Colour Maps.🎨
                                             Version 6

https://t.co/5ccVdqaiko

#usebatlow #endrainbow
#scientificvisualisation #visualisation #colors
#opensource #accessibility 
1/2 https://t.co/hcFV9wmWi6",http://twitter.com/wijayaryputu/status/1227199017827721218,"February 11, 2020 at 01:53AM"
@ShepGracie,"RT @fcrameri: Scientific Colour Maps.🎨
                                             Version 6

https://t.co/5ccVdqaiko

#usebatlow #endrainbow
#scientificvisualisation #visualisation #colors
#opensource #accessibility 
1/2 https://t.co/hcFV9wmWi6",http://twitter.com/ShepGracie/status/1227206156537466884,"February 11, 2020 at 02:22AM"
@AndyDoggerBank,"RT @fcrameri: Scientific Colour Maps.🎨
                                             Version 6

https://t.co/5ccVdqaiko

#usebatlow #endrainbow
#scientificvisualisation #visualisation #colors
#opensource #accessibility 
1/2 https://t.co/hcFV9wmWi6",http://twitter.com/AndyDoggerBank/status/1227206324469075974,"February 11, 2020 at 02:22AM"
@insititut,"RT @fcrameri: Scientific Colour Maps.🎨
                                             Version 6

https://t.co/5ccVdqaiko

#usebatlow #endrainbow
#scientificvisualisation #visualisation #colors
#opensource #accessibility 
1/2 https://t.co/hcFV9wmWi6",http://twitter.com/insititut/status/1227209090851573762,"February 11, 2020 at 02:33AM"
@mcdannaldlab,"RT @fcrameri: Scientific Colour Maps.🎨
                                             Version 6

https://t.co/5ccVdqaiko

#usebatlow #endrainbow
#scientificvisualisation #visualisation #colors
#opensource #accessibility 
1/2 https://t.co/hcFV9wmWi6",http://twitter.com/mcdannaldlab/status/1227216114553442304,"February 11, 2020 at 03:01AM"
@_geoLuca,"RT @fcrameri: Scientific Colour Maps.🎨
                                             Version 6

https://t.co/5ccVdqaiko

#usebatlow #endrainbow
#scientificvisualisation #visualisation #colors
#opensource #accessibility 
1/2 https://t.co/hcFV9wmWi6",http://twitter.com/_geoLuca/status/1227226888906661888,"February 11, 2020 at 03:44AM"
